,title,text,tokens
51,무선 네트워크 프린터 설정,"['무선 네트워크 프린터 설정 52 7. 네트워크 설정 USB 연결을 무선 네트워크로 변경  진행하기 전에 ""시작하기 전에""에서 목록을 확인하세요.  1 삼성 프린터 소프트웨어를 여세요. ( (시작) 메뉴에서 모든 프로그램 >  Samsung Inkjet Printers >  해당 프린터 드라이버 이름 > 해당 프린터 드라이버 이름 선택) 2   삼성 프린터 소프트웨어에서 도구 > 장치 및 소프트웨어 설치를 여세요. 3   새 장치 연결을 클릭한 후 사용하려는 연결 유형을 선택하세요.  4   화면 설명을 따르세요.  무선 연결에서 USB 또는 이더넷 연결로 변경 프린터에 USB 또는 이더넷 케이블을 프린터에 연결하세요.    이더넷 케이블을 연결하면 프린터의 무선 기능이 꺼집니다.    4  무선 네트워크 연결 테스트  프린터 무선 연결에 대한 정보는 무선 테스트 보고서를 인쇄해 참고하세 요. 무선 테스트 보고서에는 프린터의 상태, 하드웨어(MAC) 주소 및 IP 주 소 등이 적혀 있습니다. 무선 연결에 문제가 있거나 무선 연결이 실패한  경우 무선 테스트 보고서에서도 진단 정보를 제공합니다. 무선 테스트 보고서를 인쇄하려면 네트워크가 활성화된 상태에서  (네 트워크 정보) 버튼을 누르세요. 5  무선 기능 켜기 / 끄기  프린터의 무선 기능이 꺼져 있으면 조작부의 파란색 무선 표시등이 꺼집니다.  (무선 버튼)을 눌러 프린터 무선 기능을 켤 수 있습니다.   이더넷 케이블을 프린터에 연결하면 자동으로 무선 기능과 무선 표시 등이 꺼집니다.    상태 꺼짐 무선 기능이 꺼져 있습니다. 깜박임 무선 기능이 켜져있으나, 프린터가 네트워크에 연결되지 않았습니다. 켜짐 무선 기능이 켜진 채로 프린터가 네트워크에 연결되었습니다. ']",787
52,네트워크 설정 변경,"53 7. 네트워크 설정 네트워크 설정 변경    네트워크 설정은 사용자 편의를 위해 제공됩니다. 그러나 관리자가  아니라면 링크 속도, IP 설정, 기본 게이트웨이, 방화벽 설정 등 이 러한 설정의 일부를 변경해서는 안됩니다.    6  네트워크 구성 페이지 인쇄 (네트워크 정보) 버튼을 눌러 네트워크 구성 페이지를 인쇄할 수 있습 니다. 7  링크 속도 설정 네트워크에서 전송되는 데이터의 속도를 변경할 수 있습니다. 1 EWS(내장 웹 서버)를 여세요. 2   네트워크 탭을 클릭한 후 유선(802.3) 섹션에서 고급 구성을 클릭 하세요. 3   링크 설정에서 수동을 누르세요.  4   해당 네트워크 하드웨어에 맞는 적절한 옵션을 누르세요.  8  IP 변경 IP 설정에 대한 기본값은 자동입니다. 관리자가 다른 설정(예: IP 주소,  서브넷 마스크 또는 기본 게이트웨이)을 사용하고자 할 경우, 수동으로  변경할 수 있습니다.    수동으로 IP 주소를 설정하기 전에, 자동 모드를 이용해 먼저 프린터  네크워크에 연결하는 것이 좋습니다. 이렇게 하면 라우터를 통해 서 브넷 마스크, 기본 게이트웨이 및 DNS 주소와 같은 그 밖의 필요 설 정과 함께 프린터를 구성할 수 있습니다.     IP 주소를 수동으로 지정할 때 주의하세요. 설치 중 유효하지 않은 IP 주 소를 입력한 경우 네트워크 구성요소를 프린터와 연결할 수 없습니다.   1 EWS(내장 웹 서버)를 여세요. 2   네트워크 탭을 클릭한 후 유선(802.3) 또는 무선(802.11) 섹션에서  IPv4 구성을 클릭하세요. 3   IP 주소 구성 섹션에서 수동을 누르세요.    IP 주소 변경 시 네트워크에서 프린터를 제거하는 경고 메시지가 나 타납니다. 계속하려면 확인을 누르세요.   4   IP 설정을 변경하세요. 5   적용을 누르세요. ",721
53,Wi-Fi Direct 사용,"54 7. 네트워크 설정 Wi-Fi Direct 사용 Wi-Fi Direct를 사용하여 컴퓨터, 스마트폰, 태블릿 또는 기타 무선 지원  장치에서 기존 무선 네트워크에 연결하지 않고 무선으로 인쇄할 수 있습 니다.  9  Wi-Fi Direct란? Wi-Fi Direct란, Wi-Fi Direct를 지원하는 프린터와 모바일 장치를 쉽게 직 접 연결하고, Ad-hoc모드보다 보안 및 성능이 향상된 기술입니다. Wi-Fi  Direct로 액세스 포인트 (또는 무선 라우터)를 연결하는 동시에, Wi-Fi  Direct로 직접 네트워크에 프린터를 연결할 수 있습니다. 또한, 여러 사 용자가 Wi-Fi Direct로부터 유선 네트워크에서 두 문서를 인쇄할 수 있도 록 동시에 유선 네트워크와 무선 네트워크를 직접 사용할 수 있습니다. 10  Wi-Fi Direct 사용  • 컴퓨터 또는 모바일 장치에 필요한 소프트웨어가 있는지 확인하세요.  - 컴퓨터를 사용하는 경우, 프린터와 함께 제공된 프린터 소프트웨 어가 설치되었는지 확인하세요. 컴퓨터에 삼성 프린터 소프트웨어를 설치하지 않았으면 먼저 Wi- Fi Direct에 연결한 후, 프린터 소프트웨어를 설치합니다. 프린터  소프트웨어가 연결 유형을 묻는 메시지를 표시하면 무선을 선택하 세요.  - 모바일 장치를 사용하는 경우, 호환 가능한 인쇄 응용 프로그램이  설치되었는지 확인하세요.  • 프린터 Wi-Fi Direct가 켜져 있는지 확인하세요.  • 최대 5대의 컴퓨터와 모바일 장치가 같은 Wi-Fi Direct 연결을 사용할  수 있습니다.  • Wi-Fi Direct는 프린터가 USB 케이블을 사용하는 컴퓨터나 무선 연결 을 사용하는 네트워크에 연결되어 있을 때도 사용할 수 있습니다.  • Wi-Fi Direct는 컴퓨터, 모바일 장치 또는 프린터를 인터넷에 연결하 는 용도로는 사용할 수 없습니다.  11  Wi-Fi Direct 켜기 1 EWS(내장 웹 서버)를 여세요.(""프린터 관리 도구"" 57쪽 참조) 2   네트워크 탭을 클릭한 후 무선 직접 인쇄의 상태를 클릭하세요.  3   무선 직접 인쇄가 끄기로 표시된 경우, 설정 편집을 클릭하세요.  4   무선 직접 인쇄 상태를 설정으로 변경 후 적용을 클릭세요.   보안 설정을 할 경우, 암호를 알고있는 사용자만 무선으로 프린터에  연결할 수 있습니다. 보안 설정을 해제하면 프린터의 무선 범위 내에 서 무선 장치가 있는 누구든지 프린터에 연결할 수 있습니다.   ",980
54,Wi-Fi Direct 사용,['Wi-Fi Direct 사용 55 7. 네트워크 설정 12  무선 모바일 장치에서 인쇄 (Wi-Fi Direct 지원) 최신 버전의 삼성 인쇄 서비스 플러그 인이 모바일 장치에 설치되어 있는 지 확인합니다. 이 플러그인은 Google Play 앱 스토어에서 다운로드 받을  수 있습니다.  1 프린터에서 Wi-Fi Direct를 켰는지 확인하세요.  2   모바일 장치에서 Wi-Fi Direct를 켜세요.  자세한 내용은 모바일 장치와 함께 제공된 설명서를 참조하세요.  3   모바일 장치의 인쇄 가능한 앱에서 문서를 선택한 다음 문서 인쇄  옵션을 선택하세요.  사용 가능한 프린터 목록이 표시됩니다.  4   사용 가능한 프린터 목록에서 SA-Print-**- SL-XXXX 와 같이 표시되 는 Wi-Fi Direct 이름을 선택하여 모바일 장치를 연결하세요.(여기 서 **은 프린터를 식별하는 고유 문자이며 XXXX는 프린터에 있는  프린터 모델임) • 장치가 프린터에 자동으로 연결되지 않는 경우 조작부에 표시 되는 설명에 따라 프린터에 연결하세요.  • 조작부에 PIN 코드가 표시되는 경우 모바일 장치에 해당 PIN 코 드를 입력하세요. • 모바일 장치가 프린터에 성공적으로 연결되면 프린터가 인쇄를  시작합니다.  13  무선 모바일 장치에서 인쇄 (Wi-Fi Direct 미지원) 모바일 장치에서 호환 가능한 인쇄 응용 프로그램을 설치했는지 확인하세요.  1 프린터에서 Wi-Fi Direct를 켰는지 확인하세요.  2   모바일 장치의 Wi-Fi 연결을 켜세요.  자세한 내용은 모바일 장치와 함께 제공된 설명서를 참조하세요.    모바일 장치에서 Wi-Fi를 지원하지 않으면 Wi-Fi Direct를 사용할 수  없습니다.    3   모바일 장치에서 새 네트워크를 연결하세요. 프로세스를 정상적으 로 사용하여 새 무선 네트워크 또는 핫스팟을 연결하세요. SA- Print-**- SL-XXXX 와 같이 표시된 무선 네트워크의 목록에서 Wi-Fi  Direct 이름을 선택합니다(여기서 **는 프린터를 식별하는 고유 문 자이며 XXXX는 프린터에 있는 프린터 모델임).  메시지가 나타나면 Wi-Fi Direct 암호를 입력합니다.  4   문서를 인쇄합니다. '],805
55,Wi-Fi Direct 사용,"['Wi-Fi Direct 사용 56 7. 네트워크 설정 14  무선 지원 컴퓨터에서 인쇄 1 프린터에서 Wi-Fi Direct를 켰는지 확인하세요.  2   컴퓨터에서 Wi-Fi 연결을 켜세요.  자세한 내용은 컴퓨터와 함께 제공된 설명서를 참조하세요.    컴퓨터에서 Wi-Fi를 지원하지 않으면 Wi-Fi Direct를 사용할 수 없습 니다.    3   컴퓨터에서 새 네트워크를 연결하세요. 프로세스를 정상적으로 사 용하여 새 무선 네트워크 또는 핫스팟을 연결하세요. SA-Print-**-  SL-XXXX 와 같이 표시된 무선 네트워크의 목록에서 Wi- Fi Direct  이름을 선택합니다(여기서 **는 프린터를 식별하는 고유 문자이며  XXXX는 프린터에 있는 프린터 모델임).  메시지가 나타나면 Wi-Fi Direct 암호를 입력하세요.  4   프린터를 설치하고 무선 네트워크로 컴퓨터에 연결한 경우 5단계 로 이동하세요. 프린터를 설치하고 USB 케이블로 컴퓨터에 연결한 경우, 아래 단계 를 따라 Wi-Fi Direct 연결을 사용하여 삼성 프린터 소프트웨어를  설치하세요.  a  삼성 프린터 소프트웨어를 여세요. ( (시작) 메뉴에서 모든 프로그램 >  Samsung Inkjet  Printers > 해당 프린터 드라이버 이름 >  해당 프린터 드라이 버 이름 > 선택) b  도구를 클릭하세요. c  장치 및 소프트웨어 설치를 클릭한 후, 새 장치 연결을 선택하 세요. d  연결 옵션 소프트웨어 화면이 나타나면 무선-장치에 무선으로  연결을 선택하세요.  e  프린터 목록에서 삼성 프린터를 선택하세요.  f  화면 설명을 따르세요.  5   문서를 인쇄합니다. ']",647
56,8. 프린터 관리 도구,8.  프린터 관리 도구 이 장에서는 제품을 최대한 활용하여 사용할 수 있게 도와주는 관리 프로그램에 대해 설명합니다.  • 프린터 길잡이 58 • EWS(내장 웹 서버) 59 ,91
57,프린터 길잡이,"58 8. 프린터 관리 도구 프린터 길잡이 프린터 길잡이는 프린터에 대한 전반인 사용에 필요한 정보를 제공합니다. 프린터 길잡이를 열어 보세요. 1 삼성 프린터 소프트웨어를 여세요.  ( (시작) 메뉴에서 모든 프로그램 >  Samsung Inkjet Printers > 해당 프린터 드라이버 이름 > 해당 프린터 드라이버 이름 선택) 2   적합한 옵션을 선택하여 제품을 사용하는데 도움을 받을 수 있습니다. • 인쇄: 인쇄에 관한 정보를 알 수 있습니다. 프린터 연결 유형에 따라 사용할 수 있는 항목이 다를 수 있습니다. • 쇼핑: 소모품에 대한 정보를 얻을 수 있습니다. • 도움말: 온라인으로 자가진단, 제품 지원 및 도움에 필요한 사용 설명서를 볼 수 있습니다. • 도구: 장치 드라이버 관련 소프트웨어 설치 및 IP 주소 업데이트를 할 수 있습니다. • 예상 수준: 잉크 카트리지 사용 상태를 그래픽으로 바로 보여줍니다. 표시되는 남은 잉크량과 잉크 카트리지 자체의 남은 잉크량은 다를 수  있습니다. ",425
58,EWS(내장 웹 서버),"59 8. 프린터 관리 도구 EWS(내장 웹 서버) 네트워크에 연결되어 있으면 프린터의 EWS(Embedded Web Server)를 사용하 여 상태 정보를 확인하고, 설정을 변경하고, 컴퓨터에서 장치를 관리할  수 있습니다.    • 일부 설정을 보거나 변경하려면 암호가 필요할 수 있습니다.  • 인터넷에 연결하지 않고도 EWS(내장 웹 서버)를 열고 사용할 수 있 습니다. 하지만 일부 기능은 사용할 수 없습니다.    1  필요한 웹 브라우저 내장 웹 서버를 사용하려면 다음 웹 브라우저 중에 하나가 필요합니다. • Internet Explorer® 6.0 이상 • Chrome 4.0 이상 • FireFox 3.0 이상 • Safari 3.0 이상 2  EWS(내장 웹 서버) 열기  네트워크를 통해 내장 웹 서버를 액세스할 수 있습니다.  1 URL로 지원하는 웹 브라우저(예:Internet Explorer®)를 시작하세요. 2   주소 입력란에 제품의 IP 주소(http://xxx.xxx.xxx.xxx)를 입력한  후 엔터 키나 이동을 클릭하세요.   프린터가 네트워크에 연결되어 있고, IP 주소가 할당되어 있어야 합 니다.  (무선 버튼)을 누르거나 네트워크 구성 페이지를 인쇄하여  프린터의 IP 주소나 호스트명를 확인하세요.(""네트워크 구성 페이지  인쇄"" 53쪽 참조)   3  EWS(내장 웹 서버)를 열 수 없는 경우  네트워크 설정 확인  • 전화선 또는 크로스오버 케이블을 사용하여 네트워크에 프린터를 연 결했는지 확인하세요. • 네트워크 케이블이 프린터에 제대로 연결되어 있는지 확인하세요.  • 네트워크 허브, 스위치 또는 라우터가 켜져 있으며 제대로 작동하는 지 확인하세요. ",632
59,EWS(내장 웹 서버),"['EWS(내장 웹 서버) 60 8. 프린터 관리 도구 컴퓨터 점검  • 사용 중인 컴퓨터가 프린터와 동일한 네트워크에 연결되었는지 확인 하세요. 웹 브라우저 점검    자세한 내용은 웹 브라우저에서 이용할 수 있는 설명서를 참조하세요.    • 웹 브라우저가 최소 시스템 요구 사항을 충족하는지 확인하세요.  • 웹 브라우저에서 프록시 설정을 이용해 인터넷에 접속할 경우, 이러 한 설정을 해제하세요.  • JavaScript 및 쿠키가 웹 브라우저에서 활성화되어 있는지 확인하세요. 프린터 IP 주소 점검  • 프린터의 IP 주소가 올바른지 확인합니다.  프린터 IP 주소를 확인하려면 조작부에서  (네트워크 정보) 버튼을  누르세요. • 프린터의 IP 주소가 유효한지 확인합니다.  프린터 IP 주소는 라우터의 IP 주소와 유사한 형식이어야 합니다. 예 를 들어 라우터 IP 주소가 192.168.0.1 또는 10.0.0.1이라면 프린터 IP  주소는 192.168.0.5 또는 10.0.0.5입니다.  프린터 IP 주소가 169.254.XXX.XXX 또는 0.0.0.0과 유사하다면 네트워 크에 연결되어 있지 않은 것입니다. 4  EWS(내장 웹 서버) 알아두기 사용하기 전에 내장 웹 서버에서 네트워크 환경을 설정하는 여러 기능을  설명합니다. 홈 탭 이 탭에서는 제품에 대한 전반적인 정보를 알 수 있습니다. 소모품 상태,  사용량 정보, 네트워크 정보 등을 확인할 수 있습니다. ']",592
60,EWS(내장 웹 서버),"['EWS(내장 웹 서버) 61 8. 프린터 관리 도구 네트워크 탭 제품을 네트워크에 연결해 사용하기 위한 네트워크 환경을 설정할 수 있 습니다. 또한 제품에서도 설정을 지정할 수 있습니다. 네트워크 설정 장 을 참조하세요. 도구 탭 제품 정보, 보고서를 볼 수 있으며 제품의 설정을 백업하고, 제품에 문제 가 발생할 시에 설정을 복원할 수 있습니다. 저장된 (백업) 파일로 다른  제품도 설정할 수 있습니다. 설정 탭 제품 환경 설정 및 방화벽관련 설정을 지정할 수 있습니다. ']",229
61,9. 문제 해결,9.  문제 해결 이 장에서는 문제가 발생했을 경우 해결하는 방법을 설명합니다.  • 용지 걸림을 예방할 수 있는 정보 63 • 용지 걸림 제거 64 • 잉크 캐리지 걸림 해결 68 • 인쇄 문제 69 • 인쇄 품질 문제 70 • 네트워크 문제 71 • 상태 표시등(LED) 이해하기 72 • 기타 문제 해결 76   문제가 발생하면 먼저 디스플레이의 메시지를 확인하고 해결하면 편리합니다. 사용 설 명서에서 문제 해결 방법을 찾을 수 없거나 문제가 계속될 경우 서비스 센터에 문의하 세요.    ,232
62,용지 걸림을 예방할 수 있는 정보,"63 9. 문제 해결 용지 걸림을 예방할 수 있는 정보 용지 걸림을 방지하려면 다음 설명을 따르세요. • 출력 용지함에서 인쇄된 용지를 자주 꺼내세요. • 구김, 접힘, 오염, 손상이 없는 용지로 인쇄하세요. • 사용하지 않은 모든 용지는 다시 봉합할 수 있는 봉투에 편평하게 보 관하여 용지가 말리거나 주름지지 않도록 하세요.  • 프린터용으로 너무 두껍거나 너무 얇은 용지를 사용하지 마세요.  • 용지함을 올바르게 넣었으며, 용지가 꽉 차지 않았는지 확인합니다.  (""용지 넣기"" 22쪽 참조) • 용지가 용지함에 편평하게 놓여 있으며 가장자리가 휘거나 찢어지지  않았는지 확인하세요. • 종류와 크기가 다른 용지를 섞어서 입력 용지함에 넣지 마세요. 입력  용지함에 넣는 전체 용지 묶음은 같은 크기와 같은 종류여야 합니다.  • 모든 용지에 잘 맞도록 입력 용지함의 용지 너비 조절 가이드를 조정 하세요. 용지 너비 조절 가이드로 인해 입력 용지함의 용지가 휘지 않 았는지 확인하세요. • 각 용지에 잘 맞도록 입력 용지함의 용지 길이 가이드를 각각 조정하 세요. 용지 길이 가이드로 인해 용지함의 용지가 휘지 않도록 하세요.  • 용지를 입력 용지함 안으로 너무 깊이 밀어 넣지 마세요.  • 얇은 용지에 너무 진한 이미지를 인쇄하지 마세요.  • 프린터에 권장되는 종류의 용지를 사용하세요.  • 프린터에서 인쇄를 진행하는 동안에는 용지를 넣지 마세요.  • 용지함을 분리할 때 용지함을 프린터에서 완전히 분리하여 용지함 주 변에 종이가 걸리지 않게 합니다. 프린터에서 용지함이 있던 빈 공간 을 확인하여 모든 종이를 제거 하세요.  ",727
63,용지 걸림 제거,"64 9. 문제 해결 용지 걸림 제거 1  인쇄 영역에서 용지 걸림 뒷면에서 제거   프린트 헤드에 발생할 수 있는 손상을 방지하려면, 용지 걸림을 가능 한 빨리 해결해야 합니다.   1 출력 용지함에서 용지를 모두 꺼내세요. 2   프린터 뒷면을 확인하세요. 뒷덮개 양쪽에 있는 버튼을 누른 상태로 앞으로 당겨 뒷덮개를 여세요.   프린터 앞면에서 용지 걸림을 제거하려고 하면 인쇄 메커니즘이 손상 될 수 있습니다. 항상 뒷덮개을 통해서 걸린 용지를 제거하세요.   3   프린터 내부에 걸린 용지를 찾아 양손으로 조심스럽게 용지를 잡 고 앞으로 잡아당기세요.   • 롤러에서 용지를 제거하다 용지가 찢어진 경우 프린터 안쪽을 롤 러와 휠에 종이 조각이 남아 있지 않는지 확인하세요. • 조명을 비추어 프린터 내부에 찢어진 용지가 남아 있는지 확인하 세요. 프린터에서 종이 조각을 모두 제거하지 않으면 나중에 용지 가 걸릴 수 있습니다.   4   뒷덮개가 제자리에 들어갈 때까지 프린터로 밀어 넣으세요. 5   걸림을 제거한 후 모든 커버를 닫고 프린터를 다시 켠 다음(꺼져  있는 경우) 인쇄 작업을 재전송하세요. ",521
64,용지 걸림 제거,"['용지 걸림 제거 65 9. 문제 해결 2  인쇄 영역에서 용지 걸림 앞면에서 제거   프린트 헤드에 발생할 수 있는 손상을 방지하려면, 용지 걸림을 가능 한 빨리 해결해야 합니다.   1 출력 용지함에서 용지를 모두 꺼내세요. 2   프린터 전면을 확인하세요. 잉크 카트리지 교체 덮개를 여세요. 3   프린터 내부에 용지가 남아 있을 경우, 잉크 캐리지가 프린터 오 른쪽으로 이동했는지 확인하고 용지 조각이나 구겨진 용지를 제거 하고 프린터의 상단을 통해 용지를 빼냅니다. 걸린 용지가 이 부분에서 잘 제거되지 않으면 다음 단계로 가세요. 잉크 캐리지를 프린터의 왼쪽 끝으로 이동하고 이전 단계와 동일 하게 진행하여 찢어진 용지 조각을 제거하세요.   • 롤러에서 용지를 제거하다 용지가 찢어진 경우 프린터 안쪽을 롤 러와 휠에 종이 조각이 남아 있지 않는지 확인하세요. • 조명을 비추어 프린터 내부에 찢어진 용지가 남아 있는지 확인하 세요. 프린터에서 종이 조각을 모두 제거하지 않으면 나중에 용지 가 걸릴 수 있습니다. • 프린터가 켜져 있는 상태에서 잉크 캐리지가 걸린 경우 프린터 내부를  만지지 마세요. 잉크 카트리지 교체 덮개를 열면 잉크 캐리지는 원래  위치인 프린터의 오른쪽 측면으로 돌아가야 합니다. 오른쪽으로 이동 하지 않으면 프린터를 끈 다음 걸린 용지를 제거하세요.   걸린 용지가 이 부분에서 잘 제거되지 않으면 다음 단계로 가세요. ']",632
65,용지 걸림 제거,"['용지 걸림 제거 66 9. 문제 해결 a  프린터 내부에 용지가 남아 있을 경우, 잉크 캐리지가 프린터  왼쪽으로 이동했는지 확인하고, 잉크 카트리지 보조 덮개를 여 세요.   • 이 단계에서는 전원을 끄고 용지를 제거하세요.  • 잉크 카트리지 보조 덮개를 열면 고여있는 잉크가 보입니다. 이것 은 고장이 아니므로 안심하고 사용해주세요.   b  잉크 카트리지 보조 덮개 안쪽 용지 조각을 제거하세요.   조명을 비추어 프린터 내부에 찢어진 용지가 남아 있는지 확인하세요.  프린터에서 종이 조각을 모두 제거하지 않으면 나중에 용지가 걸릴  수 있습니다.   c  걸림을 제거한 후 잉크 카트리지 보조 덮개를 닫으세요. 4   모든 커버를 닫고 프린터를 다시 켠 다음(꺼져 있는 경우) 인쇄 작 업을 재전송하세요. ']",357
66,용지 걸림 제거,"['용지 걸림 제거 67 9. 문제 해결 3  용지 공급 문제 상태 해결방법 용지가 잘 들어가지 않아요. • 용지함에 권장하는 용지가 제대로 넣어져 있는지 확인합니다. (""용지 넣기"" 22쪽 참조) 용지함에 넣기 전에 용지 를 정렬해 주세요.  • 넣으려는 용지 크기에 맞게 용지 너비 조절 가이드가 용지함의 올바른 눈금으로 설정되어 있는지 확인합니다. 용 지 조절 가이드가 용지 묶음에 꼭 맞고 너무 빈틈이 없지는 않도록 하세요.  • 용지 묶음이 입력 용지함 하단의 적절한 용지 크기 선에 맞게 정렬되어 있는지 확인하고, 용지함 측면 또는 용지  너비 가이드의 라벨에 표시된 적정 높이를 넘지 않도록 해야 합니다.  • 용지함의 용지가 말려 있지 않은지 확인합니다. 용지가 휘어 있다면, 휘어 있는 방향과 반대 방향으로 용지를 구 부려 펴세요.  용지가 비뚤어져요.  • 입력 용지함에 넣은 용지가 용지 너비 조절 가이드에 정렬되어 있는지 확인합니다. 필요한 경우, 프린터에서 입 력 용지함을 당겨 빼내고 용지 가이드가 제대로 정렬되어 있는지 확인하며 용지를 올바로 다시 넣으세요.  • 프린터가 인쇄하는 동안에는 용지를 넣지 마세요. 용지가 겹쳐져서 들어가요. • 넣으려는 용지 크기에 맞게 용지 너비 조절 가이드가 용지함의 올바른 눈금으로 설정되어 있는지 확인합니다. 용 지 너비 조절 가이드가 용지 묶음에 꼭 맞고 너무 빈틈이 없지는 않도록 하세요.  • 용지 묶음이 입력 용지함 하단의 적절한 용지 크기 선에 맞게 정렬되어 있는지 확인하고, 용지함 측면 또는 용지  너비 가이드의 라벨에 표시된 적정 높이를 넘지 않도록 해야 합니다.  • 용지함에 용지가 과다 적재되지 않았는지 확인합니다.  • 최적의 성능과 효율성을 위해서는 권장 용지를 사용하세요.  ']",807
67,잉크 캐리지 걸림 해결,"68 9. 문제 해결 잉크 캐리지 걸림 해결 어떤 물체가 잉크 캐리지가 움직이지 못하게 막고 있을 수 있습니다. 새 프린터라면 잉크 캐리지 부분의 포장재를 모두 제거했는지 확인하세요. 새  프린터가 아니면 잉크 캐리지 부분에 이물질(예: 머리카락 또는 클립) 있는지 확인하세요. 잉크 캐리지에 걸려 있는 용지 또는 이물질을 제거하세요. • ""용지 걸림 제거"" 64쪽 참조 • ""청소하기"" 44쪽 참조   걸린 용지를 제거하기 위해 아무런 공구나 기타 장치를 함부로 사용하지 마세요. 프린터 내부에서 걸린 용지를 제거할 때는 손이 다치지 않도록 항 상 주의하세요.   ",308
68,인쇄 문제,69 9. 문제 해결 인쇄 문제  상태 해결방법 인쇄가 되지 않아요. • 디스플레이에서 오류 메시지를 확인하고 다음 화면의 설명을 따라 해결합니다. • 컴퓨터가 USB 케이블을 통해 프린터와 연결된 경우 USB 케이블을 분리한 다음 다시 연결하세요. 컴퓨터가 프린터에  무선으로 연결되어 있으면 무선 연결이 제대로 작동하고 있는지 확인합니다. • 프린터가 일시 중지 또는 오프라인 상태가 아닌지 확인합니다. - 프린터 아이콘을 더블 클릭하거나 마우스 오른쪽 버튼으로 클릭하고 인쇄 작업 목록 보기를 선택하여 인쇄 대기열 을 여세요.  - 프린터 메뉴에서 인쇄 일시 정지 또는 프린터 오프라인 사용 옆에 확인 표시가 없는지 확인합니다.  • 프린터가 기본 프린터로 설정되었는지 확인합니다. - 적절한 프린터가 기본 프린터로 설정되어 있는지 확인합니다.  기본 프린터 옆에는 검은색 또는 녹색 원으로 선택 표시가 붙어 있습니다.  - 부적절한 프린터가 기본 프린터로 설정된 경우에는 적절한 프린터를 마우스 오른쪽 버튼으로 클릭하고 기본 프린 터로 설정을 선택하세요.  • 인쇄 스풀러를 다시 시작합니다. • 컴퓨터를 재부팅하세요. • 인쇄 대기열을 지우세요. • 프린터를 재설정 해보세요. 인쇄 중간에 인쇄가 되지 않아요. 인쇄 중에 잉크 카트리지 색상 보정 작업으로 시간이 소요될 수 있습니다. 이것은 고장이 아니므로 안심하고 기다려 주세요.  인화지의 인쇄 초기에 소리가 나요. 인화지와 같은 표면이 매끄러운 용지의 경우 용지를 끌어 올리는 롤러와의 마찰에 의해 소리가 날 수 있습니다. 고장이 아니 므로 안심하세요. ,692
69,인쇄 품질 문제,"70 9. 문제 해결 인쇄 품질 문제    인쇄 품질 문제를 예방하려면 항상 전원 버튼을 사용하여 프린터를 끄고, 전원 스트립을 뽑거나 끄기 전에 전원 버튼 표시등이 완전히 꺼질 때까지  기다리세요. 이렇게 하면 프린터에서 카트리지가 마르지 않도록 카트리지를 캡이 씌워진 위치로 이동할 수 있습니다.        상태 해결방법 인쇄 품질이 안 좋아요. • 정품 삼성 카트리지를 사용하고 있는지 확인하세요.  • 프린터 소프트웨어를 확인하여 용지/품질 탭에서 적합한 용지 유형과 품질 설정 항목에서 인쇄 품질을 선택하세요. • 일정 간격으로 가로 줄무늬가 생길 경우 출력 품질을 최상으로 선택 후 인쇄하세요. • 일반용지를 사용하여 사진 인쇄 시 일부가 뿌옇거나 약간 하얗게 인쇄될 경우 잉크젯 전용 인화지를 사용하셔야 최상의 인 쇄 품질은 얻을 수 있습니다. • 예상 잉크량을 확인하여 남은 카트리지 잉크가 부족하지 않은지 확인하세요. (""예상 잉크량 확인"" 40쪽 참조) 카트리지에 잉크가 부족하면, 교체를 고려해 보세요.  • 프린트 헤드를 정렬하세요. (""청소하기"" 44쪽 참고) • 카트리지의 잉크량이 적은 경우가 아니면 카트리지 진단 페이지를 인쇄해서 해결하세요. (""기타 문제 해결"" 76쪽 참고) • 컬러 및 검정 박스에 줄이 보이 거나 일부 박스에 잉크가 없는 경우 프린트 헤드를 자동으로 청소하세요. (""청소하기"" 44 쪽 참고) • 프린트 헤드를 청소해도 문제가 해결되지 않을 경우 삼성 고객 지원에 문의하세요. • 용지 종류를 확인해보세요. 특수 용지는 원래 포장에 넣은 상태나 재밀봉 가능한 플라스틱 백 안에 넣은 상태로 서늘하고  건조한 장소의 편평한 면에 보관하세요. 인쇄할 준비가 되면 바로 사용할 용지만 꺼내세요. 인쇄가 끝났을 때는 사용하지  않은 인화지를 플라스틱 백에 다시 넣으세요. 이렇게 하면 인화지가 말리지 않습니다.  ",848
70,네트워크 문제,71 9. 문제 해결 네트워크 문제  상태 해결방법 무선 연결이 되지 않아요. • 프린터가 연결된 적이 없거나 연결되어 있지만 더 이상 작동하지 않는 경우 무선 문제를 해결합니다. 방화벽 또는 바이러 스 백신이 컴퓨터에서 프린터에 연결하지 못하게 막고 있다고 생각되면 방화벽 또는 바이러스 백신 문제를 해결합니다.  • Wi-Fi Direct 문제를 해결하거나 Wi-Fi Direct 구성 방법을 알아보세요.  • 네트워크 구성을 확인하거나 무선 테스트 보고서를 인쇄하여 네트워크 연결 문제를 진단하세요. 이더넷 연결이 되지 않아요. • 스파이웨어 방지 프로그램을 포함한 바이러스 백신 프로그램은 프린터에 네트워크를 연결하는데 영향을 끼치지 않고 있습 니다. 바이러스 백신 또는 방화벽 소프트웨어가 컴퓨터에서 프린터에 연결하지 못하게 막고 있으면  온라인 방화벽 문제  해결사를 사용하여 문제를 해결하세요.  ,389
